id_cliente,nombre_cliente,email,ciudad,fecha_alta
59,Ignacio Rodriguez,ignacio_rodriguez@hotmail.com,Villa Crespo,2023-11-21
60,Benjamin Thiago Gabriel Vazquez,benjamin_vazquez@yahoo.com,Almagro,2024-05-16
61,Milena Luca Gimenez,milena.gimenez@yahoo.com,Colegiales,2024-01-28
62,Dr(a). Santino Gabriel Velazquez,dr(a)..velazquez@hotmail.com,Núñez,2023-11-01
63,Matias Fernandez Pereyra,matias.pereyra@hotmail.com,Almagro,2023-04-07
64,Julian Maldonado Castillo,jcastillo@outlook.com,Colegiales,2024-10-26
65,Mateo Ledesma Duarte,mduarte@gmail.com,Núñez,2023-05-04
66,Sr(a). Josefina Dominguez,sr(a)..dominguez@hotmail.com,Villa Crespo,2023-01-14
67,Dr(a). Julieta Diaz,ddiaz@hotmail.com,Villa Crespo,2023-10-02
68,Martina Simon Rivero,martina_rivero@hotmail.com,Villa Crespo,2023-08-26
69,Ambar Gomez,ambar.gomez@gmail.com,Flores,2024-06-26
70,Morena Sosa,morena.sosa@outlook.com,Belgrano,2024-04-30
71,Ciro Martinez Moreno,ciromoreno@yahoo.com,Núñez,2024-03-13
72,Juan Bautista Joaquin Campos Lucero,juan.lucero@gmail.com,Recoleta,2024-02-29
73,Alma Diaz Perez,almaperez@gmail.com,Almagro,2023-05-02
74,Agustin Bustos Rojas,agustin.rojas19@hotmail.com,Palermo,2023-03-04
75,Emma Muñoz Peralta,emma_peralta@hotmail.com,Caballito,2024-03-27
76,Valentina Camila Cardozo Medina,vmedina@yahoo.com,Colegiales,2024-07-19
77,Dr(a). Clara Sanchez,dr(a).sanchez@hotmail.com,Flores,2023-04-30
78,Sofia Lautaro Cabrera Sanchez,sofia_sanchez@yahoo.com,Caballito,2023-04-09
79,Dr(a). Ana Paula Farias,dr(a)..farias@yahoo.com,Palermo,2024-04-14
80,Valentin Emilia Fernandez Garcia,valentingarcia@yahoo.com,Almagro,2023-09-13
81,Felipe Milo Ojeda,felipeojeda@gmail.com,Caballito,2023-05-30
82,Uma  Dylan Herrera Suarez,uma.suarez@outlook.com,Almagro,2024-01-01
83,Luciana Ponce Garcia,lgarcia@outlook.com,Palermo,2023-11-29
84,Francisco Ian Benjamin Ramirez Flores,franciscoflores@outlook.com,Palermo,2023-12-19
85,Santiago Lucia Soria,santiago_soria@outlook.com,Flores,2024-07-26
86,Sofia Delfina Carrizo Acosta,sofia.acosta@yahoo.com,Colegiales,2023-05-06
87,Sr(a). Uma Correa,sr(a)..correa6@gmail.com,Núñez,2024-01-04
88,Martina Romero,martinaromero@outlook.com,Flores,2023-03-01
89,Joaquina Maldonado Romero,joaquina_romero@outlook.com,Recoleta,2024-05-19
90,Lautaro Nahuel Ojeda Ramos,lramos@outlook.com,Flores,2023-12-09
91,Martina Jazmin Molina,martina_molina@hotmail.com,Caballito,2023-12-15
92,Lautaro Nahuel Ignacio Gonzalez,lautarogonzalez@outlook.com,Flores,2023-06-08
93,Enzo Tomàs Peralta,enzo_peralta@outlook.com,Caballito,2023-12-25
94,Pedro Emanuel Martinez,pmartinez@outlook.com,Villa Urquiza,2023-03-25
95,Dr(a). Agustina Campos,dr(a).campos@yahoo.com,Belgrano,2024-04-26
96,Catalina Gimenez Acosta,cacosta@outlook.com,Recoleta,2024-10-24
97,Federico Luna,federicoluna@outlook.com,Caballito,2024-09-01
98,Dr(a). Juan Cruz Lopez,dr(a)..lopez@gmail.com,Caballito,2024-07-13
99,Luana Caceres Coronel,luana.coronel@yahoo.com,Flores,2024-04-29
100,Sofia Villalba Martinez,sofiamartinez@yahoo.com,Villa Urquiza,2023-03-19
101,Emanuel Alejo Ramirez,emanuel.ramirez@gmail.com,Flores,2023-10-21
102,Bautista Gomez,bgomez@yahoo.com,Palermo,2023-11-26
103,Nicolas Ignacio Chavez Castro,nicolas.castro16@hotmail.com,Villa Urquiza,2024-10-03
104,Juan Manuel Ian Sanchez,jsanchez@outlook.com,Villa Urquiza,2024-03-24
105,Sr(a). Lautaro Benjamin Martin,smartin@yahoo.com,Núñez,2023-05-06
106,Isabella Paloma Vega Flores,isabella.flores21@yahoo.com,Villa Crespo,2024-03-07
107,Thiago Nicolas Uma Dominguez,thiago_dominguez@yahoo.com,Caballito,2023-12-22
108,Santino Matias Flores,santino_flores@hotmail.com,Villa Crespo,2023-05-12
109,Dr(a). Santino Castillo,dr(a)..castillo@hotmail.com,Belgrano,2023-11-12
110,Giuliana Alma Lopez,giulianalopez@hotmail.com,Recoleta,2023-11-18
111,Francisco Sanchez,fsanchez@yahoo.com,Flores,2023-10-17
112,Sr(a). Malena Lopez,sr(a)..lopez54@gmail.com,Colegiales,2023-07-08
113,Thiago Benjamin Garcia Diaz,thiago_diaz@outlook.com,Flores,2024-01-28
114,Carmela Paulina Gomez Gomez,cgomez@hotmail.com,Villa Urquiza,2023-12-23
115,Catalina Santino Lopez,catalina.lopez56@gmail.com,Flores,2023-10-10
116,Luciana Juan Ignacio Rivero,luciana.rivero87@hotmail.com,Villa Urquiza,2024-10-20
117,Sr(a). Juana Molina,smolina@gmail.com,Flores,2023-12-07
118,Jeremias Alma Gonzalez Lopez,jeremias.lopez@gmail.com,Flores,2023-02-21
119,Sr(a). Benicio Perez,sr(a).perez@gmail.com,Villa Crespo,2023-03-01
120,Micaela Thiago Nahuel Franco,micaela.franco28@outlook.com,Almagro,2024-01-05
121,Emanuel Nuñez Pereyra,emanuel_pereyra@yahoo.com,Villa Crespo,2024-10-24
122,Vicente Sara Cabrera Diaz,vicente.diaz@gmail.com,Almagro,2023-11-21
123,Tomàs Lautaro Nahuel Diaz Vargas,tomàs.vargas@gmail.com,Caballito,2023-04-24
124,Lucía Rojas Franco,lfranco@hotmail.com,Caballito,2023-03-24
125,Benjamin Vicente Valdez,benjamin.valdez@hotmail.com,Villa Urquiza,2024-07-02
126,Sr(a). Renata Lopez,sr(a)._lopez@hotmail.com,Colegiales,2024-08-21
127,Enzo Vazquez Aguirre,enzo.aguirre@hotmail.com,Villa Crespo,2023-04-27
128,Joaquin Guillermina Lopez Sanchez,joaquin_sanchez@yahoo.com,Flores,2024-06-29
129,Simon Villalba,simon.villalba@hotmail.com,Recoleta,2024-09-21
130,Sofia Belen Malena Olivera,solivera@gmail.com,Colegiales,2024-06-01
131,Dr(a). Agustin Gimenez,dgimenez@yahoo.com,Almagro,2023-12-23
132,Malena Guadalupe Alvarez,malena_alvarez@gmail.com,Flores,2024-03-29
133,Joaquin Ramirez Aguirre,joaquin.aguirre14@outlook.com,Villa Urquiza,2024-08-30
134,Agustín Chavez,agustinchavez@outlook.com,Colegiales,2024-04-19
135,Juan Ignacio Luna Morales Ramos,juan.ramos69@yahoo.com,Flores,2024-03-05
136,Valentino Castillo,valentino_castillo@outlook.com,Caballito,2024-05-01
137,Ciro Nuñez,ciro_nunez@yahoo.com,Caballito,2024-10-04
138,Matilda Benjamin Gonzalez Martinez,mmartinez@yahoo.com,Almagro,2023-07-14
139,Ian Ezequiel Castillo,iancastillo@yahoo.com,Caballito,2023-06-16
140,Ana Paula Santino Herrera Muñoz,ana_munoz@outlook.com,Colegiales,2024-06-13
141,Facundo Ambar Juarez,fjuarez@gmail.com,Núñez,2024-04-15
142,Dr(a). Juana Sosa,dr(a).sosa@yahoo.com,Villa Urquiza,2023-10-01
143,Alma Morales Avila,alma.avila31@yahoo.com,Villa Urquiza,2024-02-27
144,Candela Morales Ferreyra,candela_ferreyra@hotmail.com,Flores,2024-08-22
145,Joaquina Rodriguez Gimenez,jgimenez@outlook.com,Villa Urquiza,2023-08-08
146,Dr(a). Luna Fernandez,dr(a)..fernandez45@outlook.com,Almagro,2024-05-11
147,Benjamin Garcia Rodriguez,benjamin_rodriguez@outlook.com,Caballito,2023-06-25
148,Joaquin Bautista Ramirez Velazquez,joaquin_velazquez@gmail.com,Núñez,2024-01-19
149,Dr(a). Benicio Navarro,dr(a).navarro@hotmail.com,Caballito,2024-09-23
150,Antonia Lopez,alopez@outlook.com,Recoleta,2024-01-22
151,Sr(a). Maria Emilia Garcia,sr(a).garcia@outlook.com,Belgrano,2023-05-17
152,Jazmin Gonzalez,jgonzalez@hotmail.com,Villa Crespo,2023-04-22
153,Lucio Bianca Cardozo Duarte,lduarte@outlook.com,Belgrano,2024-03-06
154,Martina Valentino Gomez Caceres,martina.caceres97@gmail.com,Palermo,2023-12-10
155,Mia Valentina Ledesma,mia.ledesma61@yahoo.com,Almagro,2023-12-29
156,Violeta Rodriguez Ramos,violeta_ramos@yahoo.com,Recoleta,2024-01-12
157,Thiago Benjamin Maria Emilia Diaz Alvarez,thiago.alvarez52@gmail.com,Colegiales,2024-08-24
158,Mateo Benjamin Bravo,mateobravo@hotmail.com,Colegiales,2024-10-20
159,Juan David León Rodriguez,juanrodriguez@gmail.com,Núñez,2024-09-07
160,Luciano Lopez,llopez@hotmail.com,Núñez,2023-04-16
161,Elena Vega Peralta,elena_peralta@yahoo.com,Villa Crespo,2023-04-07
162,Juan Cruz Alvarez Sanchez,jsanchez@gmail.com,Caballito,2024-02-09
163,Juan Cruz Gonzalez,juan.gonzalez@hotmail.com,Caballito,2023-02-24
164,Joaquin Catalina Coronel,joaquincoronel@gmail.com,Flores,2023-01-13
165,Sr(a). Bautista Avila,sr(a)..avila77@outlook.com,Palermo,2023-01-10
166,Felipe Juan Martin Gonzalez Olivera,felipe_olivera@yahoo.com,Recoleta,2024-03-10
167,Sr(a). Sofía Benitez,sbenitez@hotmail.com,Flores,2023-01-25
168,Catalina Delfina Martinez,catalinamartinez@outlook.com,Belgrano,2023-07-06
169,Sr(a). Valentina Arias,sr(a)._arias@outlook.com,Villa Urquiza,2023-12-22
170,Giuliana Lisandro Flores,giuliana_flores@yahoo.com,Villa Crespo,2023-07-13
171,Alma Mia Gonzalez Blanco,alma.blanco64@gmail.com,Colegiales,2023-07-23
172,Felipe Martina Suarez Valdez,felipe_valdez@outlook.com,Palermo,2023-02-19
173,Sr(a). Juan Pablo Ruiz,sruiz@gmail.com,Villa Crespo,2023-04-11
174,Sr(a). Thiago Quiroga,sr(a).quiroga@yahoo.com,Núñez,2024-01-23
175,Victoria Benjamin Flores,victoriaflores@yahoo.com,Villa Urquiza,2024-02-01
176,Emilia Antonella Perez Sanchez,emilia_sanchez@yahoo.com,Almagro,2023-12-23
177,Benjamin Felipe Alvarez Nuñez,benjaminnunez@outlook.com,Flores,2024-09-04
178,Isabella Francisco Vega,isabella.vega37@gmail.com,Villa Urquiza,2023-08-20
179,Santino Camilo Rodriguez,santino_rodriguez@gmail.com,Flores,2024-02-23
180,Santiago Medina,smedina@yahoo.com,Flores,2023-06-14
181,Juan Ignacio Avila,juan_avila@yahoo.com,Villa Urquiza,2024-10-11
182,Lautaro Avila,lautaro_avila@hotmail.com,Villa Crespo,2023-02-28
183,Lautaro Constantino Aguero,lautaro.aguero90@gmail.com,Palermo,2024-01-18
184,Mateo Mia Morena Franco Gonzalez,mateogonzalez@hotmail.com,Villa Crespo,2023-10-13
185,Sr(a). Maria Luz Mendoza,sr(a)..mendoza71@gmail.com,Caballito,2024-06-17
186,Felipe Tiziano Valentin Ramirez Herrera,felipe.herrera15@gmail.com,Belgrano,2023-12-30
187,Dr(a). Manuel Juarez,dr(a)._juarez@outlook.com,Flores,2024-09-29
188,Thiago Ezequiel Rodriguez,thiagorodriguez@yahoo.com,Núñez,2023-01-24
189,Sr(a). Olivia Rodriguez,srodriguez@hotmail.com,Recoleta,2023-09-11
190,Dr(a). Delfina Lopez,dr(a)._lopez@outlook.com,Palermo,2023-01-24
191,Valentin Victoria Gimenez Gonzalez,vgonzalez@yahoo.com,Belgrano,2023-09-21
192,Dr(a). Ciro Ramirez,dr(a)._ramirez@outlook.com,Núñez,2024-10-19
193,Benjamin Ignacio Flores Perez,benjamin.perez49@outlook.com,Caballito,2024-02-02
194,Ian Ezequiel Helena Gomez Bustos,ibustos@yahoo.com,Caballito,2024-03-03
195,Abril Helena Rodriguez,abril.rodriguez@outlook.com,Villa Urquiza,2024-09-16
196,Tiziano Diaz,tiziano.diaz49@hotmail.com,Villa Urquiza,2024-07-02
197,Dylan Benjamin Valentino Molina Herrera,dherrera@outlook.com,Recoleta,2024-01-30
198,Enzo Lopez,enzo.lopez@yahoo.com,Palermo,2024-06-22
199,Bruno Diaz Torres,brunotorres@gmail.com,Villa Urquiza,2024-10-12
200,Lisandro Gimenez,lisandro_gimenez@yahoo.com,Recoleta,2024-06-28
201,Bautista Lautaro Benjamin Alvarez,balvarez@yahoo.com,Almagro,2024-05-03
202,Francisca Vega Ojeda,francisca.ojeda98@gmail.com,Colegiales,2023-08-06
203,Alexander Figueroa Correa,alexander_correa@hotmail.com,Recoleta,2023-05-14
204,Milagros Constanza Navarro,milagros.navarro@yahoo.com,Belgrano,2024-07-28
205,Camilo Benjamin Acosta Sosa,camilo.sosa@outlook.com,Palermo,2023-12-13
206,Sr(a). Amparo Blanco,sr(a)..blanco48@hotmail.com,Caballito,2023-08-16
207,Tomàs Julia Romero,tomàsromero@hotmail.com,Belgrano,2023-08-05
208,Sr(a). Alma Mia Campos,scampos@hotmail.com,Villa Urquiza,2024-06-22
209,Juan Cruz Thiago Nahuel Paez,juanpaez@yahoo.com,Villa Crespo,2023-10-23
210,Antonio Ambar Navarro Herrera,antonio.herrera@yahoo.com,Villa Crespo,2024-08-31
211,Sr(a). Guillermina Quiroga,sr(a)..quiroga@yahoo.com,Almagro,2024-02-10
212,Agustina Martinez Gonzalez,agustina.gonzalez39@outlook.com,Villa Urquiza,2024-03-26
213,Genaro Farias,genaro.farias26@yahoo.com,Recoleta,2023-04-19
214,Renata Benjamin Martin,renata_martin@outlook.com,Villa Crespo,2023-06-25
215,Benjamin Pedro Romero,benjamin.romero85@outlook.com,Palermo,2023-10-12
216,Benicio Fernandez Juarez,benicio.juarez@yahoo.com,Villa Crespo,2024-10-26
217,Renata Lopez,rlopez@outlook.com,Caballito,2024-04-11
218,Santino Agustin Cruz Castillo,santino_castillo@hotmail.com,Recoleta,2024-04-07
219,Guillermina Gonzalez Aguirre,guillermina.aguirre@outlook.com,Villa Urquiza,2023-05-18
220,Sr(a). Juan Gabriel Guzman,sr(a).guzman@gmail.com,Villa Crespo,2023-11-11
221,Valentino Milagros Blanco,valentinoblanco@hotmail.com,Belgrano,2024-09-14
222,Victoria Gonzalez,vgonzalez@outlook.com,Belgrano,2023-01-25
223,Sr(a). Mia Morena Gomez,sr(a)._gomez@outlook.com,Recoleta,2023-04-06
224,Mia Jazmin Simon Fernandez,miafernandez@hotmail.com,Flores,2024-04-23
225,Dylan Campos Sanchez,dylan_sanchez@gmail.com,Flores,2023-09-05
226,Pilar Pilar Diaz Fernandez,pilar.fernandez@yahoo.com,Almagro,2024-02-09
227,Sofia Fernandez,sofia_fernandez@yahoo.com,Almagro,2023-04-07
228,Pilar Carrizo,pilar.carrizo30@gmail.com,Colegiales,2024-04-05
229,Clara Rodriguez Torres,clara_torres@hotmail.com,Recoleta,2024-05-09
230,Bautista Benjamin Gonzalo Gonzalez Vargas,bautista_vargas@yahoo.com,Recoleta,2023-06-30
231,Maria Guadalupe Isabella Rojas,maria_rojas@yahoo.com,Recoleta,2023-06-25
232,Zoe Jazmin Toledo Barrios,zoebarrios@yahoo.com,Villa Urquiza,2023-02-12
233,Dr(a). Luisana Gonzalez,dgonzalez@yahoo.com,Colegiales,2024-09-06
234,Victoria Clara Coronel,victoria.coronel20@gmail.com,Villa Urquiza,2024-01-05
235,Joaquin Santiago Ferreyra Gomez,joaquin.gomez@outlook.com,Caballito,2023-12-14
236,Bruno Vega Rojas,bruno_rojas@gmail.com,Almagro,2023-05-24
237,Zoe Valentina Rios,zoe_rios@gmail.com,Flores,2023-06-17
238,Joaquín Juan Ignacio Ferreyra,joaquin.ferreyra16@gmail.com,Caballito,2024-10-08
239,Valentino Josefina Aguirre,valentino.aguirre@gmail.com,Almagro,2023-11-14
240,Uma  Gonzalo Benitez Lucero,ulucero@hotmail.com,Recoleta,2024-06-16
241,Francesco Pilar Gonzalez,francescogonzalez@hotmail.com,Caballito,2023-05-05
242,Santiago Rivero,srivero@gmail.com,Villa Crespo,2024-04-29
243,Thiago Lionel Lopez,thiagolopez@outlook.com,Belgrano,2023-08-21
244,Dr(a). Mateo Lopez,dr(a).lopez@gmail.com,Almagro,2024-10-12
245,Dr(a). Bruno Perez,dperez@outlook.com,Palermo,2023-08-18
246,Mia Soto Lopez,mialopez@yahoo.com,Núñez,2023-06-01
247,Sr(a). Josefina Lopez,sr(a)..lopez9@yahoo.com,Almagro,2023-05-17
248,Francesca Kiara Herrera,francesca.herrera14@hotmail.com,Colegiales,2023-03-11
249,Bautista Simon Gonzalez Sosa,bsosa@outlook.com,Villa Urquiza,2024-10-04
250,Maximiliano Alvarez Ruiz,maximiliano.ruiz@yahoo.com,Flores,2023-04-19
251,Tomas Thiago Emanuel Lopez,tomas.lopez14@yahoo.com,Recoleta,2024-05-15
252,Lautaro Nahuel Lucía Correa,lcorrea@hotmail.com,Recoleta,2023-08-13
253,Mateo Agustin Santino Benjamin Diaz,mdiaz@outlook.com,Flores,2024-04-07
254,Catalina Rojas,catalina_rojas@yahoo.com,Núñez,2024-05-25
255,Amparo Josefina Lopez Carrizo,amparo.carrizo@hotmail.com,Flores,2023-10-29
256,Simon Farias,simon.farias30@outlook.com,Villa Urquiza,2023-09-07
257,Juan Ignacio Rodriguez Lopez,juan.lopez@outlook.com,Flores,2023-04-24
258,Joaquín Carrizo,joaquin_carrizo@hotmail.com,Villa Urquiza,2023-11-11
259,Santino Gabriel Rivero Ruiz,santino.ruiz@yahoo.com,Recoleta,2024-04-04
260,Sr(a). Santino Godoy,sr(a).godoy@gmail.com,Colegiales,2024-04-03
261,Dr(a). Sofia Rios,dr(a)._rios@gmail.com,Flores,2023-06-15
262,Paulina Villalba Fernandez,paulina.fernandez86@gmail.com,Villa Crespo,2024-09-16
263,Sofia Navarro Coronel,sofia.coronel@hotmail.com,Belgrano,2024-08-29
264,Nahiara Jazmin Sanchez,nahiara.sanchez@outlook.com,Núñez,2023-05-09
265,Dr(a). Francisco Rodriguez,dr(a)._rodriguez@hotmail.com,Flores,2024-01-28
266,Dr(a). Lola Moreno,dmoreno@gmail.com,Colegiales,2024-04-08
267,Dr(a). Bautista Bravo,dr(a)._bravo@gmail.com,Belgrano,2023-09-20
268,Mateo Lola Romero,mateo_romero@outlook.com,Almagro,2023-07-24
269,Sofia Belen Federico Maldonado Gonzalez,sgonzalez@yahoo.com,Recoleta,2023-09-30
270,Delfina Soria Diaz,delfina.diaz@gmail.com,Núñez,2023-05-05
271,Juan Francisco Valentina Gonzalez Velazquez,juan.velazquez54@outlook.com,Belgrano,2023-04-11
272,Lautaro Cabrera,lautaro_cabrera@gmail.com,Palermo,2023-07-09
273,Tiziano Luciano Campos Bustos,tbustos@gmail.com,Recoleta,2023-01-15
274,Morena Felipe Mendez,morena.mendez85@yahoo.com,Colegiales,2023-06-06
275,Sr(a). Juan Cruz Medina,sr(a).medina@gmail.com,Almagro,2023-08-22
276,Thiago Agustin Villalba,tvillalba@yahoo.com,Núñez,2024-09-13
277,Zoe Ana Paula Ojeda Lopez,zoelopez@yahoo.com,Colegiales,2023-10-12
278,Sr(a). Benjamin Ferreyra,sr(a)._ferreyra@hotmail.com,Belgrano,2024-07-21
279,Ana Paula Ignacio Ramos Moreno,ana_moreno@gmail.com,Palermo,2023-06-19
280,Sr(a). Sara Fernandez,sr(a).fernandez@hotmail.com,Flores,2023-10-17
281,Alma Rodriguez Gimenez,agimenez@outlook.com,Recoleta,2023-12-21
282,Abril Dominguez Godoy,abril.godoy@yahoo.com,Palermo,2023-05-19
283,Dr(a). Facundo Leiva,dr(a)._leiva@yahoo.com,Colegiales,2023-06-12
284,Julian Catalina Lopez,julian.lopez82@outlook.com,Recoleta,2023-06-26
285,Catalina Sosa Juarez,catalinajuarez@yahoo.com,Almagro,2023-01-12
286,Sr(a). Renata Sanchez,sr(a).sanchez@yahoo.com,Colegiales,2023-03-29
287,Bautista Benjamin Godoy Guzman,bautista.guzman11@outlook.com,Almagro,2023-01-07
288,Juan Pablo Guadalupe Gomez Ojeda,juan.ojeda@gmail.com,Núñez,2023-04-08
289,Juan Ignacio Ojeda Pereyra,juan_pereyra@hotmail.com,Caballito,2023-09-09
290,Gabriel Lucero Ramirez,gabrielramirez@hotmail.com,Colegiales,2023-03-04
291,Ian Benjamin Gonzalez Suarez,ian.suarez@hotmail.com,Villa Urquiza,2023-04-13
292,Juana Torres Gonzalez,jgonzalez@yahoo.com,Colegiales,2024-05-08
293,Lautaro Benjamin Nina Maidana,lautaro_maidana@outlook.com,Belgrano,2023-03-14
294,Sr(a). Sofia Rodriguez,sr(a)..rodriguez61@outlook.com,Villa Crespo,2023-01-12
295,Josefina Sofia Rodriguez,jrodriguez@gmail.com,Villa Crespo,2023-02-02
296,Bautista Juan Martin Rojas,bautista.rojas@outlook.com,Villa Crespo,2023-08-23
297,Lucas Guadalupe Ferreyra Muñoz,lmunoz@yahoo.com,Villa Urquiza,2023-04-07
298,Maia Castro Franco,maia.franco@yahoo.com,Colegiales,2024-07-20
299,Martina Lucio Fernandez,mfernandez@yahoo.com,Núñez,2023-03-28
300,Josefina Justina Aguirre Correa,josefina.correa8@gmail.com,Almagro,2024-06-13
301,Olivia Maidana,omaidana@hotmail.com,Palermo,2023-02-22
302,Sr(a). Juan Cruz Coronel,sr(a)..coronel57@hotmail.com,Almagro,2023-07-26
303,León Sanchez Maidana,leon.maidana37@yahoo.com,Almagro,2024-02-08
304,Valentina  Bautista Benjamin Perez,valentina_perez@gmail.com,Almagro,2023-02-28
305,Camila Ramirez Vargas,camila.vargas87@outlook.com,Villa Crespo,2024-09-14
306,Sr(a). Tiziano Diaz,sdiaz@hotmail.com,Almagro,2023-05-20
307,Santino Campos,santinocampos@outlook.com,Villa Crespo,2024-01-25
308,Sr(a). Thiago Benjamin Juarez,sr(a)..juarez90@hotmail.com,Colegiales,2024-08-26
309,Lucía Martina Arias,lucia_arias@yahoo.com,Almagro,2024-02-21
310,Gonzalo Silva,gsilva@gmail.com,Flores,2023-03-08
311,Isabella Diaz Rodriguez,isabella_rodriguez@outlook.com,Belgrano,2024-05-26
312,Juan Gabriel Campos Gutierrez,juan.gutierrez44@hotmail.com,Caballito,2024-04-01
313,Dr(a). Luz Milagros Rojas,dr(a)..rojas@outlook.com,Recoleta,2023-03-31
314,Luciano Mateo Ezequiel Barrios,lbarrios@gmail.com,Almagro,2024-02-15
