id_cliente,nombre_cliente,email,ciudad,fecha_alta
56,Emilia Moreno Godoy,emilia.godoy31@gmail.com,Colegiales,2023-01-31
57,Julieta Sofia Peralta Soria,julieta.soria@gmail.com,Flores,2024-01-07
58,Sr(a). Benjamin Torres,storres@outlook.com,Villa Crespo,2023-07-05
59,Francisco Hernandez Torres,francisco_torres@hotmail.com,Villa Crespo,2023-07-17
60,Tomàs Gomez,tomàs_gomez@yahoo.com,Almagro,2024-10-01
61,Bautista Emma Rodriguez,bautista.rodriguez@yahoo.com,Colegiales,2024-08-31
62,Dr(a). Kiara Rojas,dr(a)..rojas@hotmail.com,Núñez,2023-12-07
63,Ana Paula Martin Medina,ana.medina@hotmail.com,Almagro,2023-10-02
64,Thiago Nicolas Mendez Alvarez,talvarez@outlook.com,Colegiales,2024-10-27
65,Lucas Peralta Fernandez,lfernandez@gmail.com,Núñez,2023-03-10
66,Alejo Gino Torres Martinez,alejo.martinez@hotmail.com,Villa Crespo,2023-09-27
67,Sr(a). Luana Rodriguez,srodriguez@hotmail.com,Villa Crespo,2023-09-09
68,Martina Uma  Ramos Maidana,martina_maidana@hotmail.com,Villa Crespo,2023-01-03
69,Zoe Jazmin Caceres,zoe.caceres@gmail.com,Flores,2024-02-11
70,Benjamin Ezequiel Juan Manuel Torres,benjamin.torres@outlook.com,Belgrano,2024-02-28
71,Alma Rodriguez,almarodriguez@yahoo.com,Núñez,2024-04-25
72,Martina Fernandez Rios,martina.rios@gmail.com,Recoleta,2024-01-23
73,Dr(a). Máximo Perez,dr(a).perez@gmail.com,Almagro,2023-02-28
74,Juan Gabriel Martina Lopez,juan.lopez19@hotmail.com,Palermo,2023-03-09
75,Catalina Manuel Pereyra Vera,catalina_vera@hotmail.com,Caballito,2024-01-01
76,Matilda Olivera Ledesma,mledesma@yahoo.com,Colegiales,2024-04-20
77,Gabriel Correa Gomez,gabrielgomez@hotmail.com,Flores,2023-01-23
78,Sr(a). Agustin Aguirre,sr(a)._aguirre@yahoo.com,Caballito,2023-12-02
79,Lola Agustin Vazquez Caceres,lola.caceres@yahoo.com,Palermo,2024-04-10
80,Felipe Juan David Gomez,felipegomez@yahoo.com,Almagro,2023-05-21
81,Luisana Bautista Rivero Castillo,luisanacastillo@gmail.com,Caballito,2023-10-02
82,Benjamin Alejandro Juan Ignacio Benitez Alvarez,benjamin.alvarez@outlook.com,Almagro,2024-03-27
83,Emiliano Nuñez,enunez@outlook.com,Palermo,2023-10-24
84,Joaquin Julian Fernandez Cordoba,joaquincordoba@outlook.com,Palermo,2023-08-20
85,Benjamin Ana Paula Perez Rodriguez,benjamin_rodriguez@outlook.com,Flores,2024-06-01
86,Francisco Mora Vera,francisco.vera@yahoo.com,Colegiales,2023-09-09
87,Dr(a). Tiziano Benjamin Martinez,dr(a)..martinez6@gmail.com,Núñez,2024-05-28
88,Mateo Ezequiel Cordoba Moreno,mateomoreno@outlook.com,Flores,2023-04-12
89,Martin Catalina Fernandez Ojeda,martin_ojeda@outlook.com,Recoleta,2024-02-07
90,Sr(a). Facundo Mansilla,smansilla@outlook.com,Flores,2023-03-29
91,Mia Jazmin Duarte Paez,mia_paez@hotmail.com,Caballito,2023-11-08
92,Santino Isabella Suarez Benitez,santinobenitez@outlook.com,Flores,2023-12-07
93,Vicente Benjamin Farias,vicente_farias@outlook.com,Caballito,2023-09-21
94,Joaquin Paez Carrizo,jcarrizo@outlook.com,Villa Urquiza,2023-02-20
95,Dr(a). Ciro Gonzalez,dr(a).gonzalez@yahoo.com,Belgrano,2024-10-12
96,Thiago Benjamin Alma Mia Carrizo Nuñez,tnunez@outlook.com,Recoleta,2024-09-11
97,Samuel Romero,samuelromero@outlook.com,Caballito,2024-01-16
98,Bruno Garcia,bruno.garcia@gmail.com,Caballito,2024-05-01
99,Santiago Renata Lopez,santiago.lopez@yahoo.com,Flores,2024-02-01
100,Benjamin Perez Vega,benjaminvega@yahoo.com,Villa Urquiza,2023-04-13
101,Josefina Mateo Diaz,josefina.diaz@gmail.com,Flores,2023-04-17
102,Clara Julieta Caceres Vargas,cvargas@yahoo.com,Palermo,2023-03-18
103,Dr(a). Julian Aguirre,dr(a)..aguirre16@hotmail.com,Villa Urquiza,2024-05-09
104,Lautaro Paulina Sanchez,lsanchez@outlook.com,Villa Urquiza,2024-01-10
105,Gael Torres,gtorres@yahoo.com,Núñez,2023-10-15
106,Zoe Ruiz,zoe.ruiz21@yahoo.com,Villa Crespo,2024-01-03
107,Lola Lopez,lola_lopez@yahoo.com,Caballito,2023-09-29
108,Manuel Joaquin Rojas Rodriguez,manuel_rodriguez@hotmail.com,Villa Crespo,2023-05-14
109,Felipe Nina Ramos,felipe.ramos@hotmail.com,Belgrano,2023-09-02
110,Sr(a). Benicio Sanchez,sr(a).sanchez@hotmail.com,Recoleta,2023-06-08
111,Nina Martinez Lucero,nlucero@yahoo.com,Flores,2023-10-26
112,Sofia Belen Navarro,sofia.navarro54@gmail.com,Colegiales,2023-03-05
113,Constanza Juana Figueroa,constanza_figueroa@outlook.com,Flores,2024-08-14
114,Sofia Gutierrez Pereyra,spereyra@hotmail.com,Villa Urquiza,2023-12-05
115,Dr(a). Angel Gabriel Castro,dr(a)..castro56@gmail.com,Flores,2023-05-30
116,Antonio Thiago Joaquin Rodriguez Gomez,antonio.gomez87@hotmail.com,Villa Urquiza,2024-09-11
117,Lucia Medina,lmedina@gmail.com,Flores,2023-04-01
118,Sr(a). Mateo Gonzalez,sr(a)..gonzalez@gmail.com,Flores,2023-09-10
119,Sr(a). Uma Perez,sr(a).perez@gmail.com,Villa Crespo,2023-07-04
120,Sr(a). Tomàs Gomez,sr(a)..gomez28@outlook.com,Almagro,2024-06-01
121,Matias Perez,matias_perez@yahoo.com,Villa Crespo,2024-02-18
122,Pedro Alma Valentina Martinez Gonzalez,pedro.gonzalez@gmail.com,Almagro,2023-02-20
123,Luz Maria Mateo Muñoz Vazquez,luz.vazquez@gmail.com,Caballito,2023-05-18
124,Elena Juana Garcia Godoy,egodoy@hotmail.com,Caballito,2023-01-11
125,Renata Jazmin Acuña,renata.acuna@hotmail.com,Villa Urquiza,2024-07-20
126,Milena Gonzalez Gimenez,milena_gimenez@hotmail.com,Colegiales,2024-10-01
127,Juan Cruz Antonella Olivera Silva,juan.silva@hotmail.com,Villa Crespo,2023-03-26
128,Augusto Morales Peralta,augusto_peralta@yahoo.com,Flores,2024-09-23
129,Joaquina Thiago Agustin Navarro Ortiz,joaquina.ortiz@hotmail.com,Recoleta,2024-03-14
130,Martina Rodriguez Castillo,mcastillo@gmail.com,Colegiales,2024-09-14
131,Camila Delfina Molina Juarez,cjuarez@yahoo.com,Almagro,2023-02-05
132,Francisco Aguirre Romero,francisco_romero@gmail.com,Flores,2024-07-22
133,Sr(a). Emilia Gomez,sr(a)..gomez14@outlook.com,Villa Urquiza,2024-09-19
134,Lautaro Nahuel Martinez Barrios,lautarobarrios@outlook.com,Colegiales,2024-03-06
135,Clara Sanchez Ferreyra,clara.ferreyra69@yahoo.com,Flores,2024-04-30
136,Julian Lara Rivero,julian_rivero@outlook.com,Caballito,2024-02-25
137,Victoria Soto,victoria_soto@yahoo.com,Caballito,2024-04-24
138,Juan Martin Acosta,jacosta@yahoo.com,Almagro,2023-06-12
139,Juan Cruz Juan Martin Roldan,juanroldan@yahoo.com,Caballito,2023-09-10
140,Benicio Federico Bustos Fernandez,benicio_fernandez@outlook.com,Colegiales,2024-05-08
141,Santino Nicolas Ojeda,sojeda@gmail.com,Núñez,2024-07-09
142,Sr(a). Pilar Duarte,sr(a).duarte@yahoo.com,Villa Urquiza,2023-04-08
143,Guadalupe Peralta Bustos,guadalupe.bustos31@yahoo.com,Villa Urquiza,2024-06-21
144,Dr(a). Santiago Benjamin Paz,dr(a)._paz@hotmail.com,Flores,2024-02-10
145,Martina Francisco Juarez Vega,mvega@outlook.com,Villa Urquiza,2023-09-07
146,Santino Tiziano Rodriguez Diaz,santino.diaz45@outlook.com,Almagro,2024-09-12
147,Martina Gimenez,martina_gimenez@outlook.com,Caballito,2023-06-16
148,Tiziano Gomez,tiziano_gomez@gmail.com,Núñez,2024-05-22
149,Renata Olivia Silva,renatasilva@hotmail.com,Caballito,2024-02-13
150,Pedro Maria Victoria Villalba,pvillalba@outlook.com,Recoleta,2024-07-04
151,Delfina Maidana Acosta,delfinaacosta@outlook.com,Belgrano,2023-07-01
152,Dr(a). Samuel Perez,dperez@hotmail.com,Villa Crespo,2023-03-05
153,Maria Paz Francesca Cardozo Garcia,mgarcia@outlook.com,Belgrano,2024-08-03
154,Tiziano Benjamin Ian Benjamin Perez,tiziano.perez97@gmail.com,Palermo,2023-01-31
155,Dr(a). Camila Ruiz,dr(a)..ruiz61@yahoo.com,Almagro,2023-12-15
156,Joaquin Benjamin Torres,joaquin_torres@yahoo.com,Recoleta,2024-07-25
157,Emma Lopez Luna,emma.luna52@gmail.com,Colegiales,2024-04-06
158,Dr(a). Pedro Romero,dr(a).romero@hotmail.com,Colegiales,2024-02-16
159,Sofia Franco,sofiafranco@gmail.com,Núñez,2024-10-11
160,Valentin Juan Ignacio Diaz,vdiaz@hotmail.com,Núñez,2023-09-09
161,Agostina Vicente Dominguez,agostina_dominguez@yahoo.com,Villa Crespo,2023-09-05
162,Luisina Tiziano Diaz Martinez,lmartinez@gmail.com,Caballito,2024-07-25
163,Martina Alma Valentina Lopez,martina.lopez@hotmail.com,Caballito,2023-08-08
164,Tomas Benjamin Rodriguez Juarez,tomasjuarez@gmail.com,Flores,2023-05-31
165,Dr(a). Santiago Martin,dr(a)..martin77@outlook.com,Palermo,2023-02-25
166,Benjamin Toledo Cordoba,benjamin_cordoba@yahoo.com,Recoleta,2024-10-09
167,Santino Nicolas Diaz Gomez,sgomez@hotmail.com,Flores,2023-01-14
168,Lautaro Benjamin Delfina Benitez Leiva,lautaroleiva@outlook.com,Belgrano,2023-01-02
169,Thiago Nahuel Lucio Correa Martinez,thiago_martinez@outlook.com,Villa Urquiza,2023-02-15
170,Alma Valentina Flores,alma_flores@yahoo.com,Villa Crespo,2023-05-29
171,Valentina Fernandez Carrizo,valentina.carrizo64@gmail.com,Colegiales,2023-12-27
172,Juan Ignacio Rodriguez,juan_rodriguez@outlook.com,Palermo,2023-05-19
173,Thiago Nahuel Lautaro Quiroga,tquiroga@gmail.com,Villa Crespo,2023-01-24
174,Sr(a). Clara Cruz,sr(a).cruz@yahoo.com,Núñez,2024-06-07
175,Jazmín Francesca Caceres,jazmincaceres@yahoo.com,Villa Urquiza,2024-10-15
176,Valentina Agustina Cordoba Morales,valentina_morales@yahoo.com,Almagro,2023-05-19
177,Felipe Valentina Ojeda Garcia,felipegarcia@outlook.com,Flores,2024-03-21
178,Thiago Benjamin Joaquin Perez,thiago.perez37@gmail.com,Villa Urquiza,2023-12-07
179,Mateo Gonzalez Suarez,mateo_suarez@gmail.com,Flores,2024-04-22
180,Sr(a). Joaquin Chavez,schavez@yahoo.com,Flores,2023-06-10
181,Thiago Benjamin Ramirez Caceres,thiago_caceres@yahoo.com,Villa Urquiza,2024-10-21
182,Benjamin Santino Medina Sanchez,benjamin_sanchez@hotmail.com,Villa Crespo,2023-04-24
183,Martina Gomez,martina.gomez90@gmail.com,Palermo,2024-06-22
184,Martina Juan Ignacio Sanchez Gomez,martinagomez@hotmail.com,Villa Crespo,2023-09-11
185,Abril Morena Moreno Lopez,abril.lopez71@gmail.com,Caballito,2024-10-25
186,Pilar Morena Torres Luna,pilar.luna15@gmail.com,Belgrano,2023-03-08
187,Tiziano Benjamin Perez,tiziano_perez@outlook.com,Flores,2024-10-04
188,Benjamin Rodriguez,benjaminrodriguez@yahoo.com,Núñez,2023-05-22
189,Dr(a). Santino Ezequiel Gomez,dgomez@hotmail.com,Recoleta,2023-04-18
190,Juan Ignacio Thiago Ezequiel Silva Peralta,juan_peralta@outlook.com,Palermo,2023-01-26
191,Dylan Benjamin Delfina Hernandez Ramirez,dramirez@yahoo.com,Belgrano,2023-02-04
192,Sr(a). Salvador Sanchez,sr(a)._sanchez@outlook.com,Núñez,2024-06-07
193,Juan Ignacio Diaz Torres,juan.torres49@outlook.com,Caballito,2024-05-10
194,Augusto Vera,avera@yahoo.com,Caballito,2024-09-20
195,Julia Sofía Gomez Franco,julia.franco@outlook.com,Villa Urquiza,2024-10-16
196,Jazmin Gonzalez,jazmin.gonzalez49@hotmail.com,Villa Urquiza,2024-01-25
197,Morena Jazmin Sofía Rodriguez,mrodriguez@outlook.com,Recoleta,2024-06-19
198,Jazmin Campos,jazmin.campos@yahoo.com,Palermo,2024-05-01
199,Antonella Rivero Molina,antonellamolina@gmail.com,Villa Urquiza,2024-04-10
200,Jazmin Caceres,jazmin_caceres@yahoo.com,Recoleta,2024-06-29
201,Malena Alma Valentina Rodriguez,mrodriguez@yahoo.com,Almagro,2024-09-08
202,Candelaria Benitez Peralta,candelaria.peralta98@gmail.com,Colegiales,2023-06-10
203,Maximiliano Mansilla,maximiliano_mansilla@hotmail.com,Recoleta,2023-05-23
204,Milo Juan Pablo Gonzalez Martinez,milo.martinez@yahoo.com,Belgrano,2024-03-19
205,Antonio Luciano Figueroa Perez,antonio.perez@outlook.com,Palermo,2023-12-25
206,Guadalupe Manuel Martinez Medina,guadalupe.medina48@hotmail.com,Caballito,2023-01-18
207,Felipe Thiago Benjamin Gomez,felipegomez@hotmail.com,Belgrano,2023-09-26
208,Sr(a). Juan Pablo Morales,smorales@hotmail.com,Villa Urquiza,2024-07-19
209,Malena Ezequiel Fernandez,malenafernandez@yahoo.com,Villa Crespo,2023-06-30
210,Lucas Peralta,lucas.peralta@yahoo.com,Villa Crespo,2024-01-21
211,Dr(a). Mateo Benjamin Lopez,dr(a)..lopez@yahoo.com,Almagro,2024-10-03
212,Vicente Helena Rodriguez,vicente.rodriguez39@outlook.com,Villa Urquiza,2024-10-18
213,Valentina Fernandez Gomez,valentina.gomez26@yahoo.com,Recoleta,2023-12-11
214,Santiago Gino Maldonado,santiago_maldonado@outlook.com,Villa Crespo,2023-12-25
215,Francisco Benjamin Soto Lopez,francisco.lopez85@outlook.com,Palermo,2023-08-16
216,Alma Mia Justina Fernandez Diaz,alma.diaz@yahoo.com,Villa Crespo,2024-03-06
217,Dr(a). Isabella Perez,dperez@outlook.com,Caballito,2024-04-23
218,Octavio Peralta,octavio_peralta@hotmail.com,Recoleta,2024-07-18
219,Dr(a). Valentino Vargas,dr(a)..vargas@outlook.com,Villa Urquiza,2023-08-13
220,Renata Guadalupe Gonzalez Sosa,renatasosa@gmail.com,Villa Crespo,2023-05-01
221,Sr(a). Benjamin Romero,sr(a).romero@hotmail.com,Belgrano,2024-06-24
222,Julieta Mateo Benjamin Muñoz Leiva,jleiva@outlook.com,Belgrano,2023-03-03
223,Julieta Vera,julieta_vera@outlook.com,Recoleta,2023-09-14
224,Catalina Sosa,catalinasosa@hotmail.com,Flores,2024-08-23
225,Mia Jazmin Mateo Quiroga Sosa,mia_sosa@gmail.com,Flores,2023-12-14
226,Benjamin Castillo,benjamin.castillo@yahoo.com,Almagro,2024-10-01
227,Ana Paula Moyano Ramos,ana_ramos@yahoo.com,Almagro,2023-02-16
228,Matias Cardozo Blanco,matias.blanco30@gmail.com,Colegiales,2024-09-28
229,Emilia Morena Ruiz Sanchez,emilia_sanchez@hotmail.com,Recoleta,2024-03-06
230,Pedro Sanchez Barrios,pedro_barrios@yahoo.com,Recoleta,2023-01-11
231,Morena Ramos Velazquez,morena_velazquez@yahoo.com,Recoleta,2023-11-07
232,Sebastian Benitez,sebastianbenitez@yahoo.com,Villa Urquiza,2023-05-28
233,Mora Miranda,mmiranda@yahoo.com,Colegiales,2024-02-07
234,Manuel Bianca Silva,manuel.silva20@gmail.com,Villa Urquiza,2024-05-01
235,Benjamin Morales,benjamin.morales@outlook.com,Caballito,2023-08-06
236,Sr(a). Valentin Paz,sr(a)._paz@gmail.com,Almagro,2023-08-21
237,Juan Cruz Guzman,juan_guzman@gmail.com,Flores,2023-02-12
238,Juan Ignacio Molina Ramirez,juan.ramirez16@gmail.com,Caballito,2024-08-06
239,Nahuel Lucero,nahuel.lucero@gmail.com,Almagro,2023-08-14
240,Pedro Nina Diaz Martinez,pmartinez@hotmail.com,Recoleta,2024-05-16
241,Joaquín Rojas,joaquinrojas@hotmail.com,Caballito,2023-02-03
242,Valentina Juarez Vera,vvera@gmail.com,Villa Crespo,2024-10-28
243,Sr(a). Martina Martinez,sr(a).martinez@outlook.com,Belgrano,2023-09-07
244,Santiago Dominguez Ortiz,santiagoortiz@gmail.com,Almagro,2024-05-18
245,Tomas Benjamin Gonzalez Ramirez,tramirez@outlook.com,Palermo,2023-06-16
246,Benicio Gimenez Rodriguez,beniciorodriguez@yahoo.com,Núñez,2023-10-05
247,Felipe Lautaro Alvarez,felipe.alvarez9@yahoo.com,Almagro,2023-04-23
248,Emma Herrera,emma.herrera14@hotmail.com,Colegiales,2023-02-19
249,Dr(a). Tiziano Benjamin Paez,dpaez@outlook.com,Villa Urquiza,2024-09-08
250,Thiago Benjamin Juan Bautista Sosa Gonzalez,thiago.gonzalez@yahoo.com,Flores,2023-04-02
251,Francesca Bautista Medina,francesca.medina14@yahoo.com,Recoleta,2024-04-30
252,Violeta Romero Lopez,vlopez@hotmail.com,Recoleta,2023-08-07
253,Sr(a). Sol Martinez,smartinez@outlook.com,Flores,2024-03-07
254,Isabella Antonella Rodriguez,isabella_rodriguez@yahoo.com,Núñez,2024-10-16
255,Julia Valentino Ponce Benitez,julia.benitez@hotmail.com,Flores,2023-05-04
256,Sofía Sosa Sanchez,sofia.sanchez30@outlook.com,Villa Urquiza,2023-06-17
257,Bautista Lorenzo Ortiz Rios,bautista.rios@outlook.com,Flores,2023-01-18
258,Benjamin Medina,benjamin_medina@hotmail.com,Villa Urquiza,2023-07-03
259,Jeronimo Silva,jeronimo.silva@yahoo.com,Recoleta,2024-05-01
260,Lucia Mansilla,luciamansilla@gmail.com,Colegiales,2024-03-14
261,Salvador Maximo Rodriguez Lopez,salvador_lopez@gmail.com,Flores,2023-07-05
262,Juan Ignacio Olivia Mansilla Alvarez,juan.alvarez86@gmail.com,Villa Crespo,2024-06-06
263,Mora Lourdes Vega,mora.vega@hotmail.com,Belgrano,2024-07-21
264,Lucio Antonia Diaz Godoy,lucio.godoy@outlook.com,Núñez,2023-02-05
265,Juan Ignacio Vargas Fernandez,juan_fernandez@hotmail.com,Flores,2024-08-28
266,Sr(a). Morena Diaz,sdiaz@gmail.com,Colegiales,2024-08-10
267,Abril Ledesma Fernandez,abril_fernandez@gmail.com,Belgrano,2023-12-01
268,Thiago Ezequiel Muñoz,thiago_munoz@outlook.com,Almagro,2023-04-19
269,Julieta Rodriguez,jrodriguez@yahoo.com,Recoleta,2023-08-25
270,Alejo Mateo Garcia Vega,alejo.vega@gmail.com,Núñez,2023-02-03
271,Sr(a). Josefina Alvarez,sr(a)..alvarez54@outlook.com,Belgrano,2023-07-08
272,Sr(a). Delfina Guzman,sr(a)._guzman@gmail.com,Palermo,2023-08-02
273,Santino Agustin Benjamin Nuñez Martinez,smartinez@gmail.com,Recoleta,2023-09-14
274,Dr(a). Geronimo Ruiz,dr(a)..ruiz85@yahoo.com,Colegiales,2023-05-26
275,Mateo Thiago Ezequiel Suarez Vega,mateovega@gmail.com,Almagro,2023-10-09
276,Thiago Ezequiel Ivan Perez,tperez@yahoo.com,Núñez,2024-10-08
277,Lola Thiago Joaquin Acosta,lolaacosta@yahoo.com,Colegiales,2023-05-31
278,Mateo Fernandez,mateo_fernandez@hotmail.com,Belgrano,2024-09-23
279,Sr(a). Sofia Diaz,sr(a)._diaz@gmail.com,Palermo,2023-08-14
280,Zoe Lautaro Ezequiel Peralta,zoeperalta@hotmail.com,Flores,2023-02-27
281,Dr(a). Paloma Leiva,dleiva@outlook.com,Recoleta,2023-06-15
282,Sr(a). Gael Gutierrez,sr(a)..gutierrez@yahoo.com,Palermo,2023-07-09
283,Francisco Ramirez Gonzalez,francisco_gonzalez@yahoo.com,Colegiales,2023-09-23
284,Sr(a). Alvaro Mendez,sr(a)..mendez82@outlook.com,Recoleta,2023-04-21
285,Maria Emilia Martinez Gonzalez,mariagonzalez@yahoo.com,Almagro,2023-11-18
286,Alma Olivia Lopez,almalopez@yahoo.com,Colegiales,2023-12-04
287,Ian Benjamin Martinez Cabrera,ian.cabrera11@outlook.com,Almagro,2023-09-03
288,Dr(a). Abigail Valdez,dr(a)..valdez@gmail.com,Núñez,2023-02-18
289,Juan Bautista Rodriguez,juan_rodriguez@hotmail.com,Caballito,2023-10-07
290,Miguel Angel Vargas Gonzalez,miguelgonzalez@hotmail.com,Colegiales,2023-08-01
291,Alfonsina Martinez,alfonsina.martinez@hotmail.com,Villa Urquiza,2023-09-16
292,Francisco Fernandez,ffernandez@yahoo.com,Colegiales,2024-08-18
293,Alma Valentina Luisina Cardozo,alma_cardozo@outlook.com,Belgrano,2023-05-05
294,Dr(a). Clara Nuñez,dr(a)..nunez61@outlook.com,Villa Crespo,2023-05-15
295,Sr(a). Camilo Gomez,sgomez@gmail.com,Villa Crespo,2023-04-16
296,Sr(a). Matilda Gonzalez,sr(a)..gonzalez@outlook.com,Villa Crespo,2023-06-03
297,Paula Ignacio Gonzalez,pgonzalez@yahoo.com,Villa Urquiza,2023-06-30
298,Benicio Juana Martin Flores,benicio.flores@yahoo.com,Colegiales,2024-08-19
299,Mateo Benjamin Benitez Guzman,mguzman@yahoo.com,Núñez,2023-07-04
300,Maria Victoria Mia Garcia,maria.garcia8@gmail.com,Almagro,2024-06-19
301,Sr(a). Thiago Nahuel Luna,sluna@hotmail.com,Palermo,2023-10-06
302,Julieta Aguirre,julieta.aguirre57@hotmail.com,Almagro,2023-09-15
303,Juan Ignacio Joaquín Martin Gonzalez,juan.gonzalez37@yahoo.com,Almagro,2024-07-13
304,Maria Paz Emma Martinez Gomez,maria_gomez@gmail.com,Almagro,2023-06-16
305,Emma Emilia Muñoz,emma.munoz87@outlook.com,Villa Crespo,2024-03-12
306,Benjamin Alejandro Ojeda Castillo,bcastillo@hotmail.com,Almagro,2023-08-16
307,Juan Francisco Ojeda,juanojeda@outlook.com,Villa Crespo,2024-03-03
308,Sr(a). Tomàs Luna,sr(a)..luna90@hotmail.com,Colegiales,2024-09-02
309,Amparo Vega,amparo_vega@yahoo.com,Almagro,2024-07-20
310,Nina Mia Rodriguez,nrodriguez@gmail.com,Flores,2023-04-30
311,Manuel Alma Valentina Aguirre Ramirez,manuel_ramirez@outlook.com,Belgrano,2024-07-24
312,Julian Juan Cruz Flores,julian.flores44@hotmail.com,Caballito,2024-02-20
313,Joaquin Felipe Castillo,joaquin.castillo@outlook.com,Recoleta,2023-01-01
314,Sebastian Uma Gutierrez,sgutierrez@gmail.com,Almagro,2024-03-28
